labels,Summary,Issue Type,Priority,Description,Sprint,Epic Name,Epic Link
LEAP1T1,Retire the Stub by Configuration Only,Story,High,"*Acceptance Criteria:* \\  \\ * A token from this service is accepted by a protected Trade REST API route with no Java changed, and the stub is removed from docker-compose.yml. \\  \\ *Tasks:* \\  \\ Point the compose service that answers on the auth port at your service and remove the auth-stub service. \\ Read the same JWT_SECRET the Trade REST API verifies with. \\ Where the Trade REST API pins an issuer, move that setting to your issuer through the environment. \\ Configure the database connection for the credential store. \\ Write the parity check the stub's README asks for: sign with both implementations and cross-verify the claim names, types, algorithm and lifetime. \\ Decide whether to keep or rotate the stub's published development secret, and record the decision in the security review. \\ Bring the git diff to the review showing no Java changed. \\  \\ *Integration Test* \\  \\ Obtain a token from your service, call a protected Trade REST API route with it, then repeat with a token signed by a key the platform should not trust and confirm it is refused. \\  \\ *Notes:* \\  \\ * Not a small code change, and not only a configuration class: no Java changes. If yours needs one, something in the Trade REST API is coupled to the fixture rather than to the token. The usual culprits are a hard-coded issuer string, a claim read with a name the stub happened to use, and a verifier that decoded before it verified. \\ * The stub's development secret is published in its own README, so anyone who has read this repository can mint a token your consumers accept for as long as that secret is in use.",Sprint 8,,S8 Auth Service
LEAP1T1,OWASP Security Review of the Auth Flow,Story,High,"*Acceptance Criteria:* \\  \\ * A security review is committed in security-review/, differs from the template, and carries a written finding and a written disposition for every category. \\  \\ *Tasks:* \\  \\ Copy security-review/TEMPLATE.md to a file of your own, name it in the sprint README, and fill it in as you build rather than the night before. \\ Cover A01 broken access control, A02 cryptographic failures, A03 injection, A04 insecure design, A05 security misconfiguration, A06 vulnerable and outdated components, A07 identification and authentication failures, and A09 security logging and monitoring failures. \\ Where the finding is none, justify it in a sentence naming what you checked. \\ Where the disposition is accepted, say what the residual risk is and why the team is carrying it. \\  \\ *Notes:* \\  \\ * None with nothing beside it is indistinguishable from a category nobody looked at. \\ * Every category needs both cells filled. Whether the sentence is true is read by your instructor.",Sprint 8,,S8 Auth Service
LEAP1T1,Trading UI (Angular),Epic,Medium,"*Acceptance Criteria:* \\  \\ * The Angular application signs in against the real Auth service and delivers the dashboard, the order ticket and the blotter. \\ * Its API clients are generated from contracts/ rather than hand-written, one interceptor attaches the bearer token to platform calls and to nothing else, and route guards block and redirect. \\ * Every error code in both catalogues renders as a readable message, Playwright covers three journeys, and no API key or secret is present in the built bundle. \\  \\ *Notes:* \\  \\ * Every API this application consumes already exists and your team wrote all of it. Nothing here is blocked on a service somebody else has to finish. \\ * Execution is asynchronous. The Trade REST API answers before the fill exists. An interface that renders the response to POST /api/v1/orders as the outcome shows NEW and stops, and the team goes looking for a defect in the Trade Executor that is not there. \\ * Standalone components and signals throughout. No NgModules anywhere. \\ * Security focus: the interceptor allow list, guards as a usability control rather than a security control, and a bundle that is public by definition (OWASP A01, A03, A05).",Sprint 9,S9 Angular UI,
LEAP1T1,Typed Clients Generated from the Contracts,Story,High,"*Acceptance Criteria:* \\  \\ * Both clients are produced by npm run generate from contracts/trade-api.yaml and contracts/auth-api.yaml, committed under src/app/core/api/, and identical to a fresh regeneration. \\  \\ *Tasks:* \\  \\ Run npm run generate, which reads openapitools.json and runs the OpenAPI Generator twice, into the trade and auth client directories. \\ Commit the generated output rather than ignoring it, so a clone builds with no Java runtime and no network and a contract change arrives as a diff a reviewer can read. \\ Regenerate after every contract change and commit the result in the same commit as the code that adapts to it. \\ Never edit a file inside the generated tree, and never reformat it. Wrap an awkward shape in a service of your own under src/app/core/services/. \\ Move the providers out of the placeholder bootstrap into an ApplicationConfig, write a real root component and declare your routes. \\  \\ *Notes:* \\  \\ * When a contract changes a field, a generated client stops compiling at every call site that used it, and a hand-written one keeps compiling and starts returning undefined at runtime. That is the whole reason the contract exists. \\ * Regenerate both clients into a temporary directory and diff them against what you committed. A file inside the generated tree that the generator did not write is what that diff is there to catch.",Sprint 9,,S9 Angular UI
LEAP1T1,Sign-In Against the Real Auth Service,Story,High,"*Acceptance Criteria:* \\  \\ * A user signs in end to end against the running Auth service, the token is stored, and the session is cleared on sign-out. \\  \\ *Tasks:* \\  \\ Build the login feature with a username field, a password field and a submit button, each carrying a stable data-testid. \\ Show a readable error on a refused sign-in and redirect on success. \\ Keep the two API origins in src/environments/ in step, because a value added to one and not the other is a runtime undefined the compiler cannot see. \\  \\ *Unit Test Execution Paths:* \\  \\ # valid credentials sign in and redirect \\ # refused credentials show the readable error rather than the raw message \\ # empty fields are blocked before submission \\ # signing out clears the session \\  \\ *Notes:* \\  \\ * The Auth service and the retired stub implement the same contract and both listen on the same port, so pointing this application at one or the other is a change to one line. That is the whole of the no code change criterion from Sprint 8.",Sprint 9,,S9 Angular UI
LEAP1T1,The Bearer Token Interceptor,Story,High,"*Acceptance Criteria:* \\  \\ * One functional interceptor, registered once, is the only place in the application that sets an Authorization header. \\ * It attaches the token to the platform APIs and to nothing else, decided by an allow list of configured origins. \\  \\ *Tasks:* \\  \\ Attach the token to the Trade REST API and to the protected Auth route, and not to /auth/login, /auth/register or /auth/refresh, which take no header. \\ Decide by comparing the outgoing URL against the origins you configured, never by excluding a list of hosts you happened to think of. \\ Let no component and no service build the header for itself. \\  \\ *Unit Test Execution Paths:* \\  \\ # a request to your platform API carries the header \\ # a request to a third-party origin does not carry the header \\ # the unauthenticated auth routes carry no header \\  \\ *Notes:* \\  \\ * An interceptor that adds the header to every outbound request hands a live session token to whatever host that request was going to. It arrives in that third party's access log, their analytics pipeline and their error tracker, and it stays in all three long after your fifteen minutes are up. That is a reportable security incident with a named customer attached. \\ * An allow list fails closed when somebody adds a new third party. A deny list fails open, silently.",Sprint 9,,S9 Angular UI
LEAP1T1,Route Guards and the Redirect,Story,High,"*Acceptance Criteria:* \\  \\ * The sign-in route is the only route an unauthenticated visitor may reach, and every other route redirects them to sign in, carrying where they were going. \\  \\ *Tasks:* \\  \\ Redirect rather than rendering an empty screen or a shell with no data. \\ Return the user to where they were going after sign-in. \\ Accept a return address only if it is a path on this origin. \\  \\ *Unit Test Execution Paths:* \\  \\ # an unauthenticated visitor is redirected to sign in \\ # an authenticated visitor reaches the guarded route \\ # a return address pointing off this origin is refused \\  \\ *Notes:* \\  \\ * An open redirect on a trading login page is a phishing kit somebody else assembles for free. \\ * Say this out loud once, because it is asked at the review: the guard is a usability control, not a security control. The bundle is public and every route in it is readable. Authorisation is the Trade REST API's decision.",Sprint 9,,S9 Angular UI
LEAP1T1,Dashboard Screen,Story,Medium,"*Acceptance Criteria:* \\  \\ * The dashboard shows the holder, the cash balance and the open positions, read from the account endpoints, with navigation to the order ticket and the blotter. \\  \\ *Tasks:* \\  \\ Read the account, balance and positions endpoints through the generated client. \\ Put the response into a signal and let the template read the signal, rather than filling the template with async pipes and unmanaged subscriptions. \\ Derive anything the template computes with a computed rather than an effect that sets another signal. \\  \\ *Unit Test Execution Paths:* \\  \\ # balance and positions render from the API \\ # navigation reaches the order ticket and the blotter \\ # an account with no positions renders an empty state",Sprint 9,,S9 Angular UI
LEAP1T1,Order Ticket with Client-Side Validation,Story,High,"*Acceptance Criteria:* \\  \\ * The order ticket validates before submission and places an order through the Trade REST API, rendering whatever status comes back. \\  \\ *Tasks:* \\  \\ Validate quantity as a whole number greater than zero, price as greater than zero with at most two decimal places, and the symbol against the shape the contract allows. \\ Render the account read-only, as the one the token says this session may trade. \\ Handle a response of NEW as a normal outcome rather than as a failure. \\  \\ *Unit Test Execution Paths:* \\  \\ # a valid order submits and shows the returned status \\ # an invalid quantity is blocked before the wire \\ # a price with three decimal places is blocked before the wire \\ # a business-rule rejection renders the mapped message \\  \\ *Notes:* \\  \\ * An account field the user can edit is an authorisation decision moved into the browser. \\ * Client-side validation is not enforcement. Business rules 1 to 8 live in the Trade REST API and stay there. The form exists so the obvious mistakes never reach the wire, and the error rendering exists because the rest of them will.",Sprint 9,,S9 Angular UI
LEAP1T1,Rendering Every Code in the Catalogue,Story,High,"*Acceptance Criteria:* \\  \\ * Every error code across both contracts renders as a readable message, branched on errorCode and never on the message text. \\  \\ *Tasks:* \\  \\ Map all eight codes: ACC-404, ACC-403, INS-404, ORD-400, ORD-409, VAL-422, AUTH-401 and AUTH-409, each into a sentence a trader can act on. \\ Handle the two cases that are in neither catalogue: a response the browser never received, which arrives as status 0, and a code you have never seen, which needs a fallback sentence rather than a blank panel. \\ Treat this as a mapping with a completeness property, not as a switch statement you extend when somebody reports a blank screen. \\  \\ *Unit Test Execution Paths:* \\  \\ # every catalogue code resolves to a non-empty message \\ # an unknown code resolves to the fallback sentence \\ # a status 0 response renders a readable explanation \\  \\ *Notes:* \\  \\ * The message field is written for a developer reading a log and changes without notice. Never show it to a trader as the explanation. \\ * Read the codes straight out of the contracts and check every one against your mapping. An unmapped code surfacing raw at the review, or as an empty box, is a finding.",Sprint 9,,S9 Angular UI
LEAP1T1,Blotter with Status Badges and an Order at NEW,Story,High,"*Acceptance Criteria:* \\  \\ * The blotter lists every order for the account, newest first, rejections included, with a badge for each of NEW, FILLED, REJECTED and CANCELLED. \\ * An order sitting at NEW is brought up to date by a bounded mechanism the team can defend. \\  \\ *Tasks:* \\  \\ Carry the word as well as the colour on every badge, because roughly one man in twelve cannot separate red from green. \\ Re-read order history on an interval while anything is at NEW, or offer a refresh the user can press, or both. \\ Bound whatever you choose: stop when nothing is at NEW, stop after a sensible number of attempts, and say on screen that the order is still working rather than pretending it has finished. \\ Re-read order history and never re-post the order. The same idempotency key answers ORD-409, and a new one places a second order. \\  \\ *Unit Test Execution Paths:* \\  \\ # order history renders newest first with rejections included \\ # an order at NEW renders as working rather than as an error \\ # polling stops once nothing is at NEW \\ # an empty history renders an empty state rather than a blank screen \\  \\ *Notes:* \\  \\ * A blotter that hides rejected orders is worse than no blotter. The rejection is the record that the desk tried and was refused, and it is the first thing anyone looks for when a customer rings. \\ * NEW is not an error state, not a stalled request and not a defect in Sprint 7. Neither contract offers a push channel to the browser, so there is no option that avoids the question.",Sprint 9,,S9 Angular UI
LEAP1T1,Three Playwright Journeys,Story,High,"*Acceptance Criteria:* \\  \\ * Sign in, place an order and view history each run as their own spec against the running stack, and no journey depends on another having run first. \\  \\ *Tasks:* \\  \\ Cover the guard redirect, a refused sign-in, a successful sign-in and arriving where you were going, in the sign-in journey. \\ Cover the read-only account, a rejection before submission and a placed order with whatever status came back, in the place-order journey. \\ Cover the columns, the badges and an empty state rather than a blank screen, in the history journey. \\ Read the base URL, both API origins, the credentials, the account and the symbol from the E2E environment variables the brief names. \\ Start each journey from a clean sign-in and leave nothing behind that another journey needs. \\ Record the login throttle cooldown in the sprint README if your Auth service throttles the login route, so a journey that signs in repeatedly can wait it out. \\  \\ *Notes:* \\  \\ * These run against your real services. Unit tests already cover the pieces, and an end-to-end test that talks to a stub proves nothing about integration. \\ * Order-placement assertions accept NEW, FILLED or REJECTED. A spec that asserts FILLED fails the week the executor is switched on, which is the wrong signal from a test. \\ * Do not weaken the throttle to make a journey pass.",Sprint 9,,S9 Angular UI
LEAP1T1,No API Key and No Secret in the Built Bundle,Story,High,"*Acceptance Criteria:* \\  \\ * The production bundle contains no market-data key, no market-data host and no signing secret, and the application never calls the Fauxnance API. \\  \\ *Tasks:* \\  \\ Build with npm run build and search the output for key-shaped names, for the market-data host, and for a signing secret or a JWT written into source. \\ Confirm no literal value from the repository root .env appears in the bundle. \\ Route any price the browser needs through a service of your own that holds the key server-side. \\  \\ *Notes:* \\  \\ * There is no private part of a front-end build. Minification is not obfuscation, and a source map is the source back again. \\ * A market-data key in the bundle is a key published. Revoke it, do not delete it. \\ * A signing secret in the browser lets any reader mint a token the whole platform accepts.",Sprint 9,,S9 Angular UI
LEAP1T1,Extension Module (Team's Choice),Epic,Medium,"*Acceptance Criteria:* \\  \\ * The team chooses exactly one extension from the catalogue of six, confirms its scope with an instructor on day one, and builds it as a module inside the Trade REST API, integrated end to end. \\ * Every route the module adds enforces its own authorisation against the verified token, the module integrates with Kafka or with the endpoints built in Sprint 6, and it is reachable from the Angular application. \\ * An OWASP security review is completed and its findings addressed, the SonarQube gate passes, and an architecture decision log is committed. \\  \\ *Notes:* \\  \\ * US and Ireland policy is exactly one extension. Assessment is depth, integration quality and the security review for that one extension. A narrow extension built properly is worth more than a wide one built thinly, and two half-built extensions are worth less than either of them finished. \\ * No new technology is taught, and there is no new deployable either. The service you extend already boots, already verifies tokens and already holds a database connection, so the feature starts on Monday afternoon rather than after two days of wiring. \\ * Authorisation gets harder in this shape, not easier. A route that returns another customer's portfolio is now a bug inside the same application that holds the order book, so the security review has more to find, not less. \\ * Process is assessed alongside product. The decision log and the security review are half of the deliverable, not paperwork attached to the build. \\ * The six stories below are the catalogue. The team builds one of them.",Sprint 10,S10 Extension Module,
LEAP1T1,"Extension Selection, Scope Confirmation and Backlog",Story,High,"*Acceptance Criteria:* \\  \\ * One extension is chosen from the catalogue of six and its scope is confirmed with an instructor on day one. \\ * A backlog of stories with acceptance criteria exists before any code is written. \\  \\ *Tasks:* \\  \\ Read all six briefs under sprint-10-extensions/catalogue/ before arguing about any of them: Portfolio and P&L, Trade advice and signals, Watchlists and price alerts, Customer notifications, Customer preferences and personalisation, Automated strategy execution. \\ Bring to the day-one review what you intend to build by Friday, what you have decided not to build, and the API you propose to expose. For five of the six the API design is yours; for Portfolio and P&L the contract is already written. \\ Record the chosen identifier in the sprint README, and use the same identifier as the package name inside the Trade REST API. \\ Write the backlog in your tracker on Monday, so that on Wednesday it tells you whether the scope you agreed is still the scope you are building. \\ Run the sprint yourselves: plan it, split it, track it and review each other's pull requests. \\  \\ *Notes:* \\  \\ * Scope confirmed on day one is an acceptance criterion, not a courtesy. \\ * A backlog assembled on Friday morning from the commits is visible as one, and it is worth less to you than to anybody marking it.",Sprint 10,,S10 Extension Module
LEAP1T1,Platform Requirements Every Extension Must Meet,Story,High,"*Acceptance Criteria:* \\  \\ * The extension is a package inside the Trade REST API with its own routes, its own service layer, its own tables where it needs them, and its own README. \\ * Every route it adds runs behind the JWT verification the service already performs, and compares the accountId claim against the resource being addressed before it reads anything. \\ * It integrates with Kafka or with the endpoints built in Sprint 6, and is reachable from a screen in the Angular application. \\ * It runs on live data at the demonstration. \\  \\ *Tasks:* \\  \\ Place the module in its own package inside the Trade REST API, beside the domain package, with its controllers, services and mappers inside it. There is no new container, no new port and no new compose entry. \\ Do not treat the check as done because the request already reached a verified route. Verification says who the caller is; authorisation says what this route may show them, and it is per route. \\ Refuse a valid token that addresses another customer's resource. Verification is not authorisation. \\ Write the API as OpenAPI before the controller, keep the {errorCode, message} envelope, and extend the platform error catalogue only where nothing in it fits. \\ Generate the Angular client from your OpenAPI document the way the other clients are generated. A route that answers only to curl does not meet the criterion. \\ Set an explicit group.id for every consumer the module adds, list it in the module README, and share it with no other module. One process now holds several consumer groups, and separate ids are what keep their offsets apart. \\ Read the Fauxnance key from the environment and never let it reach the browser. \\  \\ *Notes:* \\  \\ * A route that returns another customer's data to a valid token is the finding this sprint's security review exists to catch, and it now sits in the same application as the order book. \\ * Fixtures belong in the test suite. A demonstration that runs on them is demonstrating the fixture.",Sprint 10,,S10 Extension Module
LEAP1T1,Extension: Portfolio and P&L,Story,Medium,"*Acceptance Criteria:* \\  \\ * Routes on the Trade REST API implementing contracts/portfolio-api.yaml expose priced holdings, cost basis, unrealised and realised profit and loss, and a total the customer can act on. \\  \\ *Tasks:* \\  \\ Build to the contract: the three routes and the health check, the exact field names, the error catalogue including MKT-503, and what the response carries when a price is unavailable for some instruments rather than all of them. \\ Read accounts, instruments and positions through the code that already owns them, and own whatever else you need in tables of your own. Treat the trading tables as read-only from this module. \\ Price holdings from Fauxnance batch quotes, up to 25 symbols in one call. \\ Take realised profit and loss from trade-events, booked at the moment of a sale and never recomputed. \\ Choose where cash comes from, the balance code already in this service or a query of your own, and say why. \\  \\ *Unit Test Execution Paths:* \\  \\ # market value and cost basis are computed correctly for a known trade set \\ # the realised and unrealised split is correct \\ # a price unavailable for one instrument does not fail the whole response \\ # a token for another account is refused \\  \\ *Notes:* \\  \\ * Catalogue option. Read the description block in the contract before designing anything: the definitions of cost basis, market value, and unrealised and realised profit and loss are in there and they are most of the assessment. \\ * The common error is computing realised profit and loss from today's price. Realised profit and loss has nothing to do with today's price.",Sprint 10,,S10 Extension Module
LEAP1T1,Extension: Trade Advice and Signals,Story,Medium,"*Acceptance Criteria:* \\  \\ * A module turns market data into a stated view on an instrument, a buy, a sell or a hold, with the reason it was generated and the numbers behind it. \\  \\ *Tasks:* \\  \\ Consume market-data in group advice-service for anything that reacts to now rather than to yesterday's close. \\ Pull historical candles from Fauxnance for anything with a lookback window: a moving average, a volatility estimate, a support level. \\ Cache end-of-day candles, since they do not change during the day, and be able to say how long for. \\ Decide whether a signal is recomputed on every market-data tick or on a fixed interval, and record the reasoning. \\ Surface the direction, the strength and the stated reason in the Angular application. \\ Decide what a signal is allowed to claim, and keep the boundary sharp: this module informs a customer who trades, it does not trade. \\  \\ *Unit Test Execution Paths:* \\  \\ # a signal is generated with its reasoning and the numbers behind it \\ # no signal is produced when the lookback data is insufficient \\ # a token for another account is refused \\  \\ *Notes:* \\  \\ * Catalogue option. The API is yours: write it as OpenAPI before the controller and bring it to your instructor on day one. \\ * Merging this with automated execution removes the one control a customer has over their own capital.",Sprint 10,,S10 Extension Module
LEAP1T1,Extension: Watchlists and Price Alerts,Story,Medium,"*Acceptance Criteria:* \\  \\ * A module owns the instruments a customer is tracking and the thresholds they want to be told about, and a triggered threshold is delivered to the customer. \\  \\ *Tasks:* \\  \\ Consume market-data in group watchlist-service and check every quote against the active thresholds for that symbol. \\ Index the lookup on the hot path deliberately, because every quote for every symbol arrives here. \\ Let a customer watch something they have never traded. A watchlist entry is not a position. \\ Reference instruments and positions through the code that already serves them rather than copying them into tables of your own. \\ Define what crossed means: a threshold above the price triggers when the price rises through it, one below triggers when it falls through it. \\ Decide what happens after a trigger, since firing on every quote past the level sends a customer forty messages in a minute, and record why. \\ Deliver the alert through a route that reaches the customer, not to a log. \\  \\ *Unit Test Execution Paths:* \\  \\ # a threshold breach triggers an alert \\ # no alert fires below the threshold \\ # repeated quotes past the level do not produce repeated alerts, per your stated behaviour \\ # a watchlist is scoped to the authenticated customer \\  \\ *Notes:* \\  \\ * Catalogue option. The API is yours: write it as OpenAPI before the controller and bring it to your instructor on day one. \\ * Do not consume orders or trade-events. Neither says anything about what a customer is curious about.",Sprint 10,,S10 Extension Module
LEAP1T1,Extension: Customer Notifications,Story,Medium,"*Acceptance Criteria:* \\  \\ * A module turns a trade event into a message the customer actually receives, on the channel they chose, and keeps a history they can read. \\  \\ *Tasks:* \\  \\ Consume trade-events in group notification-service and treat ORDER_FILLED, ORDER_REJECTED and ORDER_CANCELLED as newsworthy. \\ Resolve the channel from wherever the preference is held before sending. A logging stub is acceptable for a channel you cannot provision, provided the routing decision is real. \\ Track queued, sent and failed separately from the Kafka offset, and commit the offset once the notification is durably recorded for delivery. \\ Key on the event identifier and make a second attempt a no-op, because Kafka delivers at least once. \\ Show the same history as an inbox in the Angular application. \\  \\ *Unit Test Execution Paths:* \\  \\ # a qualifying event produces one notification \\ # a duplicated event produces no second notification \\ # the configured channel is honoured \\ # a failing external channel does not stall the partition \\  \\ *Notes:* \\  \\ * Catalogue option. The API is yours: write it as OpenAPI before the controller and bring it to your instructor on day one. \\ * Consumption and delivery are two different failures, and separating them is the design problem in this module. An email provider having a bad afternoon should not back up every other account on the partition.",Sprint 10,,S10 Extension Module
LEAP1T1,Extension: Customer Preferences and Personalisation,Story,Medium,"*Acceptance Criteria:* \\  \\ * A module owns the customer settings the rest of the platform needs, serves them to a settings screen, and answers other callers synchronously. \\  \\ *Tasks:* \\  \\ Persist the preference set: the channel to reach the customer on, the currency to show totals in, the instruments to put on the front of the dashboard. \\ Build the settings screen in the Angular application for reading and writing the set. \\ Agree the sprint's integration surface with your instructor on day one, since this module consumes no topic by default. Publishing a preference-changed event, or resolving account details through the account code already in the service, are two answers. \\ Decide the default when no preference has been set, what a caller does when this module raises rather than answers, and whether that caller fails open or fails closed, and record each as a decision. \\ Copy nothing the accounts tables already own. \\  \\ *Unit Test Execution Paths:* \\  \\ # a preference is saved and read back \\ # a preference is applied on the next sign-in \\ # preferences are scoped to the authenticated customer \\ # a caller receives the documented default when no preference has been set \\  \\ *Notes:* \\  \\ * Catalogue option. The API is yours: write it as OpenAPI before the controller and bring it to your instructor on day one. \\ * Availability matters more than feature surface here. Another module calls this one on a path that decides whether a customer gets told about their own trade.",Sprint 10,,S10 Extension Module
LEAP1T1,Extension: Automated Strategy Execution,Story,Medium,"*Acceptance Criteria:* \\  \\ * A module runs a customer's rules against the price stream and places orders through the order placement path when the conditions are met, with bounded damage and an immediate off switch. \\  \\ *Tasks:* \\  \\ Consume market-data in group strategy-service for the prices entry and exit conditions are evaluated against, and trade-events for what happened to the orders this module placed. \\ Place orders through the POST /api/v1/orders path this service already exposes, authenticated, with a strategy-generated idempotency key. Do not produce to orders directly and do not write the order rows yourself. \\ Decide the identity a strategy trades under, since a strategy runs when nobody is signed in and cannot borrow a customer's access token, and write the reasoning down. \\ Bound the damage: a maximum spend, a maximum position, and limits that hold when the rule fires repeatedly. \\ Give the customer and an operator a way to see whether a strategy is enabled, read what it has done and why, and turn it off with immediate effect. \\  \\ *Unit Test Execution Paths:* \\  \\ # a strategy triggers on its stated condition \\ # no action is taken when the condition is not met \\ # an order is placed through the Trade REST API rather than onto the topic \\ # a disabled strategy places nothing \\ # the spend and position bounds hold when the rule fires repeatedly \\  \\ *Notes:* \\  \\ * Catalogue option. The API is yours: write it as OpenAPI before the controller and bring it to your instructor on day one. \\ * Publishing straight onto the topic, or writing the order rows directly, skips the business rules and the idempotency check, which are the two things standing between a strategy bug and an unrecoverable position. Sharing a process with them is not the same as going through them. \\ * A defect here does not render the wrong number on a screen. It spends a customer's money.",Sprint 10,,S10 Extension Module
LEAP1T1,OWASP Security Review with Findings Addressed,Story,High,"*Acceptance Criteria:* \\  \\ * A security review of the new routes is committed, covers the full Top Ten, and every finding is fixed, mitigated or accepted with the residual risk stated. \\  \\ *Tasks:* \\  \\ Copy the template from sprint-08-auth-service/security-review/, retitle it for your extension and name your copy in the sprint README. \\ Start with the access-control row. Every brief in the catalogue names the same first risk, because every one of these extensions holds data belonging to one customer and is reachable with a token belonging to another, from inside the application that holds the order book. \\ Disposition a category that genuinely does not apply as out of scope with the reason, rather than deleting it. \\ Record a fix with its commit, a mitigation with what limits the exposure, and an acceptance with the decision the team took. \\ Put anything still open on Friday in the outstanding items table with an owner against it. \\  \\ *Notes:* \\  \\ * The criterion is not a review that exists, it is a review whose findings were dealt with. \\ * A category with nothing in it is the one worth asking about.",Sprint 10,,S10 Extension Module
LEAP1T1,SonarQube Quality Gate on the New Code,Story,Medium,"*Acceptance Criteria:* \\  \\ * The SonarQube gate passes on the extension, on the same terms as Sprint 7. \\  \\ *Tasks:* \\  \\ Run the scan during the week rather than on Friday. \\ Bring the gate result to the review with the analysis date and the project key. \\ Be ready to talk about anything you marked as will not fix. \\  \\ *Notes:* \\  \\ * A gate run once, at the end, against a week of code produces a list nobody has time to act on, which is how a quality gate turns into a formality.",Sprint 10,,S10 Extension Module
LEAP1T1,Architecture Decision Log,Story,Medium,"*Acceptance Criteria:* \\  \\ * decision-log/ holds one file per decision, using the template's shape, giving the reasoning for each significant choice. \\  \\ *Tasks:* \\  \\ Write entries as you take the decisions, not in the last hour of the sprint. \\ Write an entry when reversing the choice later would cost more than an afternoon, when a competent engineer would have chosen the other option, or when somebody asked why and the answer took a paragraph. \\ State what was true when the decision was taken, give an option that was genuinely considered and rejected, name the thing that decided it, and admit a cost. \\ Aim for four to six entries. Twenty is a changelog and one is not a log. \\  \\ *Notes:* \\  \\ * The log is read at the final showcase in Sprint 11. \\ * A log assembled at the end records what you built, which everyone can already see, and loses the thing that makes it worth reading: what you nearly did instead, and why you did not. It also reads exactly like what it is.",Sprint 10,,S10 Extension Module
LEAP1T1,Cloud Deployment and the Final Showcase (AWS),Epic,High,"*Acceptance Criteria:* \\  \\ * The Angular build is served over HTTPS through a CloudFront distribution, from a private S3 bucket reachable only through an origin access control. \\ * Deployment is one script covering build, upload and invalidation, run by an identity scoped to that bucket and that distribution, with no long-lived key in the repository. \\ * The authenticated flows are verified against the deployed front end, and the team gives a live demonstration to the panel. \\  \\ *Notes:* \\  \\ * Only the Angular application is deployed. Postgres, Kafka, the Trade REST API with your extension in it, the Auth service, the Trade Executor and the pipeline all stay on Docker Compose. \\ * AWS scope is IAM, the AWS CLI, S3 and CloudFront, and only this week. Nothing else in the CLI is in scope. \\ * A Fidelity platform SME briefs the cohort on Fidelity's own AWS guardrails before any hands-on cloud work. That session is a briefing, not a lab, and nobody deploys to anything belonging to Fidelity. \\ * Tear the deployment down when you are told to, on the day you are told to, and check it is gone rather than assuming it is. \\ * Security focus: a private origin trusting exactly one named caller, least-privilege deploy credentials, TLS enforced, and a bundle that is now a public object (OWASP A05).",Sprint 11,S11 Cloud Deployment,
LEAP1T1,"Guardrails Briefing, Region and the AWS CLI",Story,Medium,"*Acceptance Criteria:* \\  \\ * The team has attended the guardrails briefing before any hands-on cloud work, has chosen one region and uses it everywhere, and has the AWS CLI authenticated. \\  \\ *Tasks:* \\  \\ Attend the SME briefing first. Nothing in the IAM or deployment work is attempted before it. \\ Pick the region nearest the cohort and use the same one for the rest of the week. \\ Configure a named AWS CLI profile rather than exporting keys into your shell history, and verify access. \\ Confirm the current free usage terms before relying on them. \\  \\ *Notes:* \\  \\ * Region names appear in bucket endpoints, in ARNs and in CLI calls. A distribution pointed at a bucket in a region you half-migrated away from produces error messages that read like something else entirely. \\ * If a call reports that your bucket must be addressed using a different endpoint, you have two regions in play, not a broken bucket.",Sprint 11,,S11 Cloud Deployment
LEAP1T1,Private S3 Bucket Holding the Angular Build,Story,High,"*Acceptance Criteria:* \\  \\ * The bucket holds the production Angular build, blocks all public access, and returns access denied when it is addressed directly. \\  \\ *Tasks:* \\  \\ Create the bucket with public access blocked. \\ Upload the production build output. \\ Set cache headers deliberately on upload: the hashed assets are content-addressed and can be cached for a very long time, and index.html is the pointer to which hashed assets are current and must never be served stale. \\ Confirm the bucket's own endpoints refuse. \\  \\ *Notes:* \\  \\ * A public bucket policy fails this sprint even with a working site on screen. The bucket endpoint serves over plain HTTP as well as HTTPS, anything in the bucket becomes world-readable to anyone who guesses the name, and no cache, compression or error-page rule can sit in front of an origin being read directly.",Sprint 11,,S11 Cloud Deployment
LEAP1T1,CloudFront Distribution with Origin Access Control,Story,High,"*Acceptance Criteria:* \\  \\ * A CloudFront distribution fronts the bucket, terminates TLS, serves the application over HTTPS, and is the only reader the bucket accepts. \\  \\ *Tasks:* \\  \\ Create the origin access control and make it the credential the bucket trusts. \\ Create the distribution with the S3 origin, and configure its behaviours and cache policies. \\ Confirm the *.cloudfront.net domain serves the application and the bucket endpoint refuses. \\  \\ *Notes:* \\  \\ * Origin access control means the origin trusts exactly one caller, named and verified. A public policy means the origin trusts the internet and hopes that the only thing pointing at it is your CDN. The first is a control. The second is a convention. \\ * A distribution that has just been created takes minutes to reach Deployed and answers oddly until it does.",Sprint 11,,S11 Cloud Deployment
LEAP1T1,Router Deep Links Behind Origin Access Control,Story,Medium,"*Acceptance Criteria:* \\  \\ * Refreshing the page on any route other than the root serves the application rather than an error. \\  \\ *Tasks:* \\  \\ Work out what a request for a key that does not exist returns behind an origin access control, and why it is not a 404. \\ Work out what the distribution has to be told to do about it, and configure that. \\ Test a refresh on a deep route, not only on the root. \\  \\ *Notes:* \\  \\ * Your Angular router owns paths for which there is no object in the bucket. It is one setting and it will be the first thing the panel finds if you have not.",Sprint 11,,S11 Cloud Deployment
