labels,Summary,Issue Type,Priority,Description,Sprint,Epic Name,Epic Link
LEAP1T1,Sign-In Flow against the Real Auth Service,Story,High,"*Acceptance Criteria:* \\  \\ * A customer signs in against the running Auth service, the token is stored, and a failed sign-in shows a readable error. \\ * Signing out clears the session. \\  \\ *Tasks:* \\  \\ Build the sign-in screen with username and password inputs and a submit control. \\  \\ Give the username field, the password field and the submit control stable test identifiers, so the Playwright journeys select them by identifier rather than by label text. \\  \\ Store the token and clear it on sign-out. \\  \\ *Unit Test Execution Paths:* \\  \\ # valid credentials sign in and redirect \\ # invalid credentials show a readable error \\ # empty fields are blocked by validation \\ # signing out clears the session \\  \\ *Integration Test* \\  \\ Sign in against the real Auth service end to end.",Sprint 9,,S9 Angular UI
LEAP1T1,The Bearer Token Interceptor,Story,High,"*Acceptance Criteria:* \\  \\ * One functional interceptor, registered once, is the only place in the application that sets an authorisation header. \\ * The token is attached to platform API calls and to nothing else, decided by comparing the outgoing URL against the origins you configured. \\ * Two named unit tests cover the attach case and the do-not-attach case. \\  \\ *Tasks:* \\  \\ Register the interceptor once rather than setting the header in each service. \\  \\ Attach the token to the Trade REST API and the protected Auth route, and not to the unauthenticated auth routes, which take no header. \\  \\ Use an allow list of origins rather than a deny list of hosts you happened to think of. \\  \\ *Unit Test Execution Paths:* \\  \\ # a request to a platform API carries the bearer token \\ # a request to a third-party origin does not carry the bearer token \\ # the unauthenticated auth routes are called without a header \\  \\ *Notes:* \\  \\ * An interceptor that adds the header to every outbound request hands a live session token to whatever host that request was going to, where it lands in an access log, an analytics pipeline and an error tracker. \\ * An allow list fails closed when somebody adds a new third party. A deny list fails open, silently.",Sprint 9,,S9 Angular UI
LEAP1T1,Route Guards and the Return Address,Story,High,"*Acceptance Criteria:* \\  \\ * Every route but sign-in runs a guard, and a signed-out visitor is redirected to sign-in carrying where they were going. \\ * A return address is accepted only if it is a path on this origin. \\  \\ *Tasks:* \\  \\ Implement the guard and the redirect, and land the user where they were going after signing in. \\  \\ Reject a return address that is not a path on this origin. \\  \\ Do not render an empty screen instead of redirecting; a user who has been told nothing will retry, then raise a ticket. \\  \\ *Unit Test Execution Paths:* \\  \\ # the guard blocks unauthenticated navigation and redirects \\ # the guard allows authenticated navigation \\ # an off-origin return address is refused \\  \\ *Notes:* \\  \\ * The guard is a usability control, not a security control. The bundle is public and authorisation is the Trade REST API's decision, taken on every call. \\ * An open redirect on a trading sign-in page is a phishing kit somebody else assembles for free.",Sprint 9,,S9 Angular UI
LEAP1T1,Order Ticket with Client-Side Validation,Story,High,"*Acceptance Criteria:* \\  \\ * The order ticket validates quantity, price and symbol before submission and renders the account read-only. \\ * A submitted order shows the outcome the API returned, including an order that comes back at NEW. \\  \\ *Tasks:* \\  \\ Build the ticket with instrument, side, quantity and price inputs, validating a whole quantity above zero and a price above zero with at most two decimal places. \\  \\ Render the account the token says this session may trade as read-only, because an account field the user can edit is an authorisation decision moved into the browser. \\  \\ Show a success or error message from the response. \\  \\ *Unit Test Execution Paths:* \\  \\ # a valid order submits and shows the returned status \\ # an invalid quantity is blocked before submission \\ # a business-rule rejection shows the mapped message \\  \\ *Notes:* \\  \\ * Client-side validation is not enforcement. The business rules live in the Trade REST API and stay there; the form exists so that the obvious mistakes never reach the wire.",Sprint 9,,S9 Angular UI
LEAP1T1,Render Every Code in the Error Catalogues,Story,High,"*Acceptance Criteria:* \\  \\ * Every error code in both contracts renders as a readable message, and the application branches on the code rather than on the message. \\ * A response the browser never received and a code the application has never seen both render a sentence rather than a blank panel. \\  \\ *Tasks:* \\  \\ Read the codes out of the two contracts and build the mapping as a mapping with a completeness property, not a switch statement extended when somebody reports a blank screen. \\  \\ Write sentences a trader can act on rather than repeating the developer-facing message. \\  \\ Handle a status of zero, which is usually a service that is down or a cross-origin rule that does not allow your development server. \\  \\ *Unit Test Execution Paths:* \\  \\ # every code in both catalogues maps to a message \\ # an unrecognised code falls back to a readable sentence \\ # a request that never reached a service renders a readable sentence",Sprint 9,,S9 Angular UI
LEAP1T1,Blotter with Status Badges and the NEW Path,Story,Medium,"*Acceptance Criteria:* \\  \\ * The blotter lists every order for the account newest first, rejections included, with a badge per status carrying the word as well as the colour. \\ * An order sitting at NEW is shown as still working and is brought up to date by a bounded re-read. \\  \\ *Tasks:* \\  \\ Render the order table from the order-history endpoint with formatted dates and values. \\  \\ Badge NEW, FILLED, REJECTED and CANCELLED, carrying the word as well as the colour, because roughly one man in twelve cannot separate red from green. \\  \\ Re-read order history on a bounded interval while anything is at NEW, offer a refresh the user can press, and stop when nothing is working. \\  \\ Never re-post the order: the same idempotency key returns a conflict and a new key places a second order. \\  \\ *Unit Test Execution Paths:* \\  \\ # order history renders newest first including rejections \\ # an order at NEW is shown as still working \\ # the re-read stops when nothing is at NEW \\ # empty history is handled gracefully \\  \\ *Notes:* \\  \\ * A blotter that hides rejected orders is worse than no blotter: the rejection is the record that the desk tried and was refused. \\ * An interval that never stops is a request every couple of seconds for as long as the tab is open, which is a load test you did not mean to run.",Sprint 9,,S9 Angular UI
LEAP1T1,Playwright: Sign In and Place an Order,Story,High,"*Acceptance Criteria:* \\  \\ * Two Playwright journeys run against the real running stack: signing in and placing an order. \\ * Each journey stands on its own, in its own process, leaving nothing behind that another journey needs. \\ * Every address and credential is read from the environment under the declared names. \\  \\ *Tasks:* \\  \\ Configure Playwright as soon as sign-in works, because the journeys need the whole stack up. \\  \\ Cover the guard redirect, a refused sign-in, a successful sign-in and arriving where you were going. \\  \\ Cover the read-only account, a rejection before submission, and a placed order with whatever status came back. \\  \\ Accept NEW, FILLED or REJECTED on a placed order; a spec that asserts FILLED fails the week the executor is switched on. \\  \\ *Notes:* \\  \\ * Two journeys is the assessed set for this cohort. A third over the blotter is worth writing if the time is there. \\ * Shared state on your side is what breaks isolation: a token stashed in a module variable, or an order one spec placed that the next expects.",Sprint 9,,S9 Angular UI
LEAP1T1,Secret-Free Production Bundle,Story,High,"*Acceptance Criteria:* \\  \\ * The production build contains no API key, no signing secret and no market-data host. \\ * The application never calls the Fauxnance API; prices reach the browser through a service of yours that holds the key server-side. \\  \\ *Tasks:* \\  \\ Build the production bundle and search it for key and secret patterns, and for the market-data host. \\  \\ Confirm nothing under a different name carries the literal value of your key or signing secret. \\  \\ Treat a key that reached a bundle as published: revoke it rather than deleting the line. \\  \\ *Notes:* \\  \\ * There is no private part of a front-end build. Minification is not obfuscation, and a source map is the source back again. \\ * This check remains mandatory for this cohort.",Sprint 9,,S9 Angular UI
LEAP1T1,Extension Modules (Four Mandatory),Epic,Medium,"*Acceptance Criteria:* \\  \\ * All four extensions are built and integrated end to end, in the dependency order Customer Preferences, then Customer Notifications, then Watchlists and Price Alerts, with Portfolio and P&L built in parallel. \\ * Each is a module inside the Trade REST API, and every route it adds authorises against the verified token before it reads anything. All four run on live data at the demonstration. \\ * One combined OWASP security review covers all four with its findings addressed, and an architecture decision log is committed. \\  \\ *Notes:* \\  \\ * All four extensions are mandatory for this cohort. They are not alternatives. Trade Advice and Signals and Automated Strategy Execution are stretch goals, available only once all four are finished. \\ * Three of the four have no contract: their routes are yours to design, written as OpenAPI before the controller and reviewed by an instructor on day one. Portfolio and P&L is bound by contracts/portfolio-api.yaml. \\ * Nothing is scaffolded here because there is nothing to scaffold until you have designed it. The folder holds the four briefs and the two documents. \\ * The four modules go inside the Trade REST API, which already boots, already verifies tokens and already holds a database connection. There is no new container, no new port and no second copy of JWT verification, so the work starts on the features rather than on the wiring. \\ * Process is assessed alongside product. A team that ships four running modules with no backlog, no decision log and a security review written on the Thursday evening scores below a team that ships less and can show how it was decided. \\ * This is the last sprint in which the platform is assessed. The demonstration happens at the end of this week against a running stack, and the cloud week that follows is assessed on the deployment alone. \\ * Security focus: the full OWASP Top Ten across the four modules, starting with the access-control row, because all four hold data belonging to one customer and reachable with a token belonging to another, now from inside the application that holds the order book.",Sprint 10,S10 Extension Modules,
LEAP1T1,"Day One: Read the Briefs, Confirm Scope, Write the Backlog",Story,High,"*Acceptance Criteria:* \\  \\ * Every member has read all four briefs, and the scope is confirmed with an instructor on the Monday. \\ * A backlog with acceptance criteria covers all four modules before any code is written. \\  \\ *Tasks:* \\  \\ Read all four catalogue briefs as a team, not one each. \\  \\ Bring to the instructor what you intend to build by Friday, what you have decided not to build, and the routes you propose to expose for the three modules that have no contract. \\  \\ Write the backlog for all four modules, in whatever tracker the team has been using, before writing code. \\  \\ Plan the work by the order of the chain rather than one person per module: four people starting four modules on Monday morning produces three of them blocked by lunchtime. \\  \\ *Notes:* \\  \\ * Scope confirmed on day one is an acceptance criterion, not a courtesy. \\ * A backlog assembled on Friday morning from the commits is visible as one.",Sprint 10,,S10 Extension Modules
LEAP1T1,Agree the Two Integration Seams,Story,High,"*Acceptance Criteria:* \\  \\ * The route notifications calls on preferences, and the route watchlists calls on notifications, are written down on the Monday with their response shapes and their behaviour when no preference has been set. \\ * How one module calls another is decided and recorded: a call to a named interface inside the service, rather than an HTTP hop through the front door carrying a borrowed customer token. \\  \\ *Tasks:* \\  \\ Agree both seams before either side builds against a guess. \\  \\ Agree the interface each caller uses, and keep it an interface: a module that reaches into another module's tables has no seam left to reason about, and no way to fail independently. \\  \\ Decide what each caller does when the module it depends on raises or takes too long, and record the choice. \\  \\ Give every consumer an explicit group identifier, listed in its README and shared with no other module. One process now holds four consumer groups, and separate identifiers are what keep their offsets apart. \\  \\ *Notes:* \\  \\ * An internal path reachable by a customer with a customer's token is an access-control failure the Sprint 8 review had no equivalent of, and one process makes it easier to leave open rather than harder.",Sprint 10,,S10 Extension Modules
LEAP1T1,Customer Preferences and Personalisation,Story,High,"*Acceptance Criteria:* \\  \\ * A preference record per customer holds at least a default account and an alert channel with its contact detail, and it survives a restart of the service. \\ * The stored default is applied at the customer's next sign-in in the Angular application. \\ * A resolution path exists for the notification module to call, and it is not reachable by a customer with a customer's token under the same rules. \\ * Every read and write is scoped to the account in the verified token. \\  \\ *Tasks:* \\  \\ Design the API, write it as OpenAPI before the controller, and bring it to an instructor on day one. \\  \\ Build the module in its own package inside the Trade REST API, with its own routes, its own tables and its own README. No new port and no new container. \\  \\ Compare the account claim against the account being addressed on every route, behind the verification the service already performs. \\  \\ Separate the internal resolution path from the customer path, and say how you kept the internal one off the routes a customer can reach. \\  \\ Decide what is stored here and what is referenced, given that an email address and a telephone number are personal data that may already exist elsewhere on the platform. \\  \\ Decide what the platform does when no preference has been set, and what a caller does when this module raises rather than answers. \\  \\ *Unit Test Execution Paths:* \\  \\ # preferences are saved and read back \\ # preferences survive a restart of the service \\ # another account's preferences are refused rather than returned empty \\ # the stored default is applied at next sign-in \\  \\ *Notes:* \\  \\ * Build this one first. Notifications cannot route a message without a channel, and watchlists reaches the same preference one step further along the chain. \\ * A route that answers with a plausible shape before its persistence is finished unblocks the rest of the team on Monday afternoon. \\ * Availability matters more than feature surface here: another module calls this one synchronously on the path that decides whether a customer hears about their own trade.",Sprint 10,,S10 Extension Modules
LEAP1T1,Customer Notifications,Story,High,"*Acceptance Criteria:* \\  \\ * The module consumes trade-events in a group of its own and handles the filled, rejected and cancelled outcomes. \\ * The channel is resolved from Customer Preferences on every send rather than from a constant, and the resolved channel is recorded on the notification. \\ * A replayed event produces no second message, and notification history is readable only by the owning account. \\  \\ *Tasks:* \\  \\ Design the API, write it as OpenAPI before the controller, and bring it to an instructor on day one. \\  \\ Build the module in its own package inside the Trade REST API, with its own routes, its own tables and its own README, and authorise every route it adds. \\  \\ Commit the offset once the notification is durably recorded for delivery, not once an external provider has confirmed, and track queued, sent and failed separately. \\  \\ Key idempotency on the event identifier so that a second delivery is a no-op. \\  \\ Deliver on at least one channel; a logging stub is acceptable for a channel you cannot provision, provided the routing decision is real and the resolved channel is recorded. \\  \\ Expose the entry point watchlists calls to have an alert delivered, and decide whether a customer can reach it too. \\  \\ *Unit Test Execution Paths:* \\  \\ # a filled order produces a notification \\ # a rejected order produces a notification \\ # the channel comes from Customer Preferences and changing the preference changes the channel used \\ # a replayed event does not send a second message \\ # notification history is refused to an account that does not own it \\  \\ *Notes:* \\  \\ * Do not start this before preferences has a route that answers. Hardcoding a channel is the one shortcut this module does not have, because the criterion is delivery on the channel preferences holds. \\ * A rejection is as newsworthy as a fill: a customer who only hears about successes has no idea their order failed. \\ * A webhook target or channel destination a customer can set, and the platform then posts to, is a server-side request forgery.",Sprint 10,,S10 Extension Modules
LEAP1T1,Watchlists and Price Alerts,Story,High,"*Acceptance Criteria:* \\  \\ * The module consumes market-data in a group of its own, and a customer can create a watchlist, add instruments and see a live price beside each entry. \\ * A price alert has a threshold and a direction, is evaluated against the stream, and a crossed threshold is delivered through Customer Notifications on the channel the customer configured. \\ * Alert state is visible to the customer, and alerts are capped per account. \\  \\ *Tasks:* \\  \\ Design the API, write it as OpenAPI before the controller, and bring it to an instructor on day one. \\  \\ Build the module in its own package inside the Trade REST API, with its own routes, its own tables and its own README, and authorise every route it adds. \\  \\ Consume market-data only. Do not consume orders or trade-events; neither says anything about what a customer is curious about. \\  \\ Index the per-quote lookup, because every quote for every symbol arrives here and the module has to decide per message whether any customer cares. \\  \\ Define what crossed means and what happens next: deactivate, wait for a reset, or fire on every quote past the level, and record why. \\  \\ Hand a triggered alert to notifications rather than resolving a channel here, and decide what happens when that call raises. \\  \\ Cap alerts per account so that an unbounded creation route cannot turn your own consumer into the thing that takes the service down. \\  \\ *Unit Test Execution Paths:* \\  \\ # a watchlist is created and scoped to the authenticated account \\ # an instrument is added and shows a live price \\ # a quote crossing a threshold triggers the alert \\ # a quote short of the threshold does not trigger it \\ # the alert is delivered through notifications rather than to a log \\ # alert creation is capped per account \\  \\ *Notes:* \\  \\ * Build this last of the three in the chain. An alert written only to a log has not met the criterion. \\ * A watchlist entry is not a position: a customer must be able to watch something they have never traded. \\ * Firing on every quote past the level sends a customer forty messages in a minute, through a module somebody else on your team is responsible for.",Sprint 10,,S10 Extension Modules
LEAP1T1,Portfolio and P&L,Story,High,"*Acceptance Criteria:* \\  \\ * The module implements contracts/portfolio-api.yaml on the Trade REST API: the three routes and the health check, with the exact field names and the error catalogue the contract fixes. \\ * Positions are priced from live Fauxnance quotes, batched and cached, and every priced figure carries when it was observed and whether it is stale. \\ * Where pricing is unavailable for every held instrument the service answers with the documented service-unavailable code; where it is unavailable for some, the response is partial and marked as the contract states. \\ * Realised profit and loss is accumulated from sales rather than recomputed from today's price, and the module writes only to tables of its own. \\  \\ *Tasks:* \\  \\ Read the contract description block before designing anything: the definitions of cost basis, market value, and unrealised and realised profit and loss are in there and are most of the assessment. \\  \\ Build the module in its own package inside the Trade REST API, with its own routes, its own tables and its own README, comparing the account claim against the account in the path on every route. \\  \\ Read quantity, average cost, instrument currency and cash balance through the code that already owns them, and keep whatever this module owns in tables of its own. \\  \\ Price with the batch quotes endpoint, up to 25 symbols per call, and cache, because a per-position loop over ten holdings costs ten times what one batched call costs for the same answer. \\  \\ Convert a multi-currency total into one base currency and handle the case where a currency cannot be converted. \\  \\ Treat the trading tables as read-only from this module. It shares the connection the rest of the service uses, so nothing but discipline and review stops a write, which is the point worth making in the decision log. \\  \\ *Unit Test Execution Paths:* \\  \\ # positions are priced from a live quote \\ # a cached quote is reused within the cache window \\ # pricing unavailable for every symbol returns the documented service-unavailable code \\ # pricing unavailable for some symbols returns a partial answer marked as such \\ # realised profit and loss is booked at the sale and not recomputed \\ # a replayed event does not double-count realised profit and loss \\ # one account cannot read another account's portfolio \\  \\ *Notes:* \\  \\ * Independent of the other three and safe to build in parallel from Monday, but start it early: it is the module most likely to be waiting on a quota, a stale quote or a currency question at four o'clock on Thursday. \\ * Stale is a state, not an error. Serve the number and mark it; hiding it and showing nothing are both worse than saying how old it is. \\ * The browser never calls Fauxnance. Prices reach the screen through these routes.",Sprint 10,,S10 Extension Modules
LEAP1T1,End-to-End Integration on Live Data,Story,High,"*Acceptance Criteria:* \\  \\ * The chain works end to end against live data: a stored channel preference drives a trade notification, and a watchlist alert is delivered on the same channel. \\ * Each of the four modules authorises every route it adds against the verified token, and each is reachable from the Angular application. \\ * The demonstration runs on real quotes, real messages and real rows, not fixtures. \\  \\ *Tasks:* \\  \\ Integrate preferences, notifications and watchlists as one chain, and integrate portfolio alongside it. \\  \\ Rotate people across the four before the last day; somebody who first opens the watchlist consumer on Friday afternoon cannot answer a question about it on Friday afternoon. \\  \\ *Integration Test* \\  \\ Set a channel preference, place a real order and confirm the notification arrives on that channel, then publish a quote that crosses a price alert and confirm the alert is delivered through notifications with no step stubbed. \\  \\ *Notes:* \\  \\ * Fixtures belong in the test suite. A demonstration that runs on them is demonstrating the fixture.",Sprint 10,,S10 Extension Modules
LEAP1T1,One Combined OWASP Security Review,Story,High,"*Acceptance Criteria:* \\  \\ * One document, not four concatenated, covers the full OWASP Top Ten across the four modules, naming the module or modules each finding belongs to. \\ * Every category carries a finding and a disposition, and a category that applies to none of the four is dispositioned as out of scope with the reason rather than deleted. \\ * Findings are addressed: fixed with the commit, mitigated with what limits the exposure, or accepted with the residual risk stated. \\  \\ *Tasks:* \\  \\ Copy the Sprint 8 template, retitle it and write it as you build. \\  \\ Start with the access-control row, since every brief names the same first risk. \\  \\ Look by name for two risks specific to this week: an internal path another module calls that a customer's token can also reach, and a customer-supplied destination the platform then posts to. \\  \\ Put any finding still open on Friday in the outstanding items table with an owner against it. \\  \\ *Notes:* \\  \\ * A category rarely lands the same way on all four modules, and the row worth reading is the one that says where it landed differently. \\ * Four reviews stapled together will read as four reviews stapled together.",Sprint 10,,S10 Extension Modules
LEAP1T1,Architecture Decision Log,Story,Medium,"*Acceptance Criteria:* \\  \\ * A decision log is committed in decision-log/, one file per decision, in the shape of the provided template, with at least the number the manifest asks for. \\ * Each entry states the context, an option genuinely considered and rejected, the decision and its consequences. \\  \\ *Tasks:* \\  \\ Write entries as decisions are taken, not in the last hour of the sprint. \\  \\ Write an entry when reversing the choice later would cost more than an afternoon, when a competent engineer would have chosen the other option, or when somebody asked why and the answer took a paragraph. \\  \\ Favour the seams: what notifications does when preferences does not answer, how one module calls another, what happens to an alert whose delivery fails, and which module owns the customer's contact details. \\  \\ *Notes:* \\  \\ * An entry with one option in it is a record of what you did. \\ * A log assembled at the end records what you built, which everyone can already see, and reads exactly like what it is.",Sprint 10,,S10 Extension Modules
LEAP1T1,Platform Demonstration,Story,Medium,"*Acceptance Criteria:* \\  \\ * The team demonstrates the running platform and the four extensions against a live stack, covering design decisions, Copilot usage and the code-quality story. \\ * Every member can walk any of the four modules unaided, including the ones they did not write. \\  \\ *Tasks:* \\  \\ Rehearse the demonstration against the running stack rather than slides. \\  \\ Prepare to show the chain working, a replayed event producing one message rather than two, and a portfolio figure traced back to a live quote. \\  \\ Leave the repository with a local stack that starts cleanly, because the cloud week depends on it. \\  \\ *Notes:* \\  \\ * This is where the platform itself is assessed for this cohort. The cloud week that follows is assessed on the deployment alone and has no panel.",Sprint 10,,S10 Extension Modules
LEAP1T1,Cloud Deployment (Alumni Week),Epic,Medium,"*Acceptance Criteria:* \\  \\ * The application is reachable over HTTPS through a CloudFront distribution, and the S3 bucket is private and returns access denied when addressed directly. \\ * Origin access control is configured, and deployment is a single script covering build, upload and invalidation. \\ * The authenticated flows are verified against the deployed front end, the deploy identity is scoped to the one bucket and the one distribution with no long-lived key in the repository, and the link is shared with the cohort. \\  \\ *Notes:* \\  \\ * This week runs after Sprint 10, delivered by Fidelity as experiential learning over four and a half days with Fidelity alumni on hand. There are no Neueda instructors in the room and no live Neueda support. \\ * RUNBOOK.md in sprint-11-cloud-deploy is the instructor. Every step says what to run, what success looks like and what to do when that is not what happened. Work through it in sequence rather than mining it for commands. \\ * The alumni are there for the judgement calls the runbook cannot make. Take the steps to the runbook first. \\ * The folder is named sprint-11-cloud-deploy so that it matches the same week in every other Leap cohort; this cohort has no Sprint 11. \\ * Only the Angular application is deployed. Postgres, Kafka, the Trade REST API with the four extension modules in it, the Auth service, the Trade Executor and the pipeline stay in your team's local stack. \\ * The AWS surface for the whole week is IAM, the AWS CLI, S3 and CloudFront. Nothing else. \\ * Assessment is asynchronous against the criteria, from what is deployed and what is committed. There is no panel this week and nothing to rehearse: the platform was demonstrated at the end of week 9. \\ * Security focus: an origin that trusts exactly one caller, a least-privilege deploy identity, TLS enforced, and no long-lived key in any branch (OWASP A05).",Cloud Week,Cloud Deployment (Alumni Week),
LEAP1T1,Prerequisite Gate: A Clean Local Stack,Story,High,"*Acceptance Criteria:* \\  \\ * The local stack starts cleanly the way your team's orchestration starts it, and the Sprint 10 platform still works end to end, both confirmed before Step 1 of the runbook. \\  \\ *Tasks:* \\  \\ Bring the stack up and confirm every service reports healthy. \\  \\ Sign in, place an order and see it reach the blotter, and fix anything broken before starting the deployment, on the Monday morning if that is what it takes. \\  \\ *Notes:* \\  \\ * This is a gate, not a recommendation. Every verification this week runs against the platform you already have, and debugging Sprint 10 with a distribution in front of it means you cannot tell which layer is at fault. \\ * Nothing this week stops, restarts or reconfigures a container you did not start yourself.",Cloud Week,,Cloud Deployment (Alumni Week)
LEAP1T1,"AWS Account, Region and the Two Identities",Story,High,"*Acceptance Criteria:* \\  \\ * One region is chosen and used everywhere for the rest of the week. \\ * The setup identity and the deploy identity are separate, and the deploy identity is not used to create anything. \\  \\ *Tasks:* \\  \\ Attend the Fidelity platform SME briefing on AWS guardrails before any hands-on work; it is a briefing and not a lab, and you deploy nothing to anything belonging to Fidelity. \\  \\ Work only in the training account you are given. \\  \\ Use the region the runbook names, and use it in bucket endpoints, ARNs and CLI calls alike. \\  \\ Create the deploy user with the setup identity, once, by hand. \\  \\ *Notes:* \\  \\ * CloudFront is a global edge network, so the region only decides where the bucket lives. \\ * If a call reports that your bucket must be addressed using a different endpoint, you have two regions in play, not a broken bucket.",Cloud Week,,Cloud Deployment (Alumni Week)
LEAP1T1,Private S3 Bucket and the Angular Production Build,Story,Medium,"*Acceptance Criteria:* \\  \\ * The bucket exists, blocks all public access, and holds the Angular production build. \\ * The bucket is never addressed directly by a browser. \\  \\ *Tasks:* \\  \\ Create the bucket with public access blocked, and do not enable website hosting with a public read policy. \\  \\ Produce the Angular production build and upload it. \\  \\ *Notes:* \\  \\ * A public bucket works, and it fails this week with a working site on screen: the bucket endpoint serves over plain HTTP as well as HTTPS, everything in the bucket becomes world-readable to anyone who guesses the name, and no cache or error-page rule can sit in front of an origin being read directly.",Cloud Week,,Cloud Deployment (Alumni Week)
LEAP1T1,Origin Access Control and the CloudFront Distribution,Story,High,"*Acceptance Criteria:* \\  \\ * A CloudFront distribution fronts the bucket and serves the application over HTTPS. \\ * The bucket accepts the distribution as its only reader, and a browser resolving the bucket's own endpoint gets access denied. \\ * A public bucket policy does not satisfy this, whether or not the site loads. \\  \\ *Tasks:* \\  \\ Create the origin access control and make it the credential CloudFront presents when it fetches an object. \\  \\ Stand up the distribution with the S3 origin and enforce HTTPS. \\  \\ Probe both of the bucket's own endpoints and confirm they refuse, then load the distribution domain and confirm the application answers. \\  \\ *Notes:* \\  \\ * Origin access control means the origin trusts exactly one caller, named and verified. A public policy means the origin trusts the internet and hopes the only thing pointing at it is your CDN. The first is a control; the second is a convention.",Cloud Week,,Cloud Deployment (Alumni Week)
LEAP1T1,Scope the Deploy Identity Policy,Story,High,"*Acceptance Criteria:* \\  \\ * The deploy identity can write objects into one named bucket and create an invalidation on one named distribution, and can do nothing else. \\ * No long-lived key is present in the repository, in any branch, or in the recorded history of the sprint folder. \\  \\ *Tasks:* \\  \\ Start from iam/policy-skeleton.json, replace the placeholder ARNs with your own bucket name, account id and distribution id, and work the actions out from the commands you actually run. \\  \\ Include the bucket-level action a sync needs, the object-level actions an upload needs including what happens when a file present in the last build is absent from this one, and creating an invalidation plus reading its status if your script waits. \\  \\ Let an access-denied response from the CLI name the exact action it wanted rather than granting everything. \\  \\ Store the credential pair where the thing that needs it can read it and nobody else can: a named AWS CLI profile, not an export in your shell history and not a file in the repository. \\  \\ Keep the region, the bucket name and the distribution id as script arguments or environment variables rather than secrets, so the real secrets are easy to find. \\  \\ *Notes:* \\  \\ * A policy granting everything fails the criterion whether or not the deploy works. \\ * If the deploy credentials were pasted into a public issue tomorrow, the worst an attacker could do is replace the contents of a training front end. That containment is the point of the exercise. \\ * A key that was committed and then deleted is still a disclosed key.",Cloud Week,,Cloud Deployment (Alumni Week)
LEAP1T1,"One Deployment Entry Point: Build, Upload, Invalidate",Story,High,"*Acceptance Criteria:* \\  \\ * Deployment is one script covering a clean production build, the upload and the cache invalidation, in that order. \\ * Running it twice against the same commit leaves the deployment in the same state and a working site both times. \\  \\ *Tasks:* \\  \\ Write the entry point so that the bucket ends up holding this build and not a mixture of this build and the last one. \\  \\ Set cache headers deliberately: the hashed assets are content-addressed and can be cached for a long time, and the entry document is the pointer to which of them are current and must never be served stale. \\  \\ Invalidate the cache, because skipping it produces the most expensive bug of the week: you deploy a fix, load the link, see the old application and debug code that is not running. \\  \\ Test the second run by running it twice and loading the site in between, not by reasoning about it.",Cloud Week,,Cloud Deployment (Alumni Week)
LEAP1T1,Verify the Authenticated Flows against the Deployed Front End,Story,High,"*Acceptance Criteria:* \\  \\ * Signing in, placing an order and watching it reach the blotter all work when driven from the CloudFront domain rather than from a development server. \\ * The API address reaches the build without becoming a value somebody edits by hand before every deploy, and the choice is written down. \\  \\ *Tasks:* \\  \\ Decide what the deployed build points at and get that address into the build through configuration, remembering that an address is not a secret and a key is. \\  \\ Work out what changes so that a page served from your distribution may call services that have only ever been asked by a page from the same machine, whether allowing every origin is acceptable for a service holding customer positions, and what the mixed-content rule does to an HTTPS page calling a plain HTTP API. \\  \\ Take the route the runbook gives you through both, record the decision in the decision log, and expect the assessment to read it. \\  \\ *Notes:* \\  \\ * A page that renders is not a deployed application. \\ * Neither the address question nor the cross-origin question has a single right answer, and both have several wrong ones.",Cloud Week,,Cloud Deployment (Alumni Week)
LEAP1T1,"Share the Link, Record the Decisions and Tear Down",Story,Medium,"*Acceptance Criteria:* \\  \\ * The distribution link is shared with the cohort, with one line on what works from a cold browser and one line on what needs the local stack running. \\ * The deploy entry point, the policy documents and the manifest are all committed and agree with each other. \\ * The deployment is torn down after the assessment is confirmed, and each resource is checked to be gone. \\  \\ *Tasks:* \\  \\ Post the link where everyone in the cohort can reach it. \\  \\ Write a README or decision-log entry saying what you chose and why, since nobody is in the room to ask you. \\  \\ Delete the distribution, the bucket, the origin access control and the deploy user in that order once the assessment is confirmed, and check each one is gone rather than assuming. \\  \\ *Notes:* \\  \\ * An assessor who cannot tell how the bucket became private reads it as not proven. \\ * A bucket and a distribution per team, left running, is a bill that arrives quietly for months.",Cloud Week,,Cloud Deployment (Alumni Week)
